User: 41 | Event: River vs. Quilmes | Item: Resultado | Option: Gana Visitante | Amount: 83.0 | Pays: 11.2 - Lost.
User: 47 | Event: River vs. Quilmes | Item: Cantidad de goles | Option: >1.5 | Amount: 21.0 | Pays: 2.35 - Won: 49.35. 
User: 27 | Event: River vs. Quilmes | Item: Cantidad de tarjetas rojas | Option: >1.5 | Amount: 40.0 | Pays: 5.46 - Lost.
User: 11 | Event: River vs. Quilmes | Item: Cantidad de tarjetas amarillas | Option: <5.5 | Amount: 70.0 | Pays: 1.48 - Lost.
User: 7 | Event: River vs. Quilmes | Item: Cantidad de tarjetas rojas | Option: <1.5 | Amount: 9.0 | Pays: 1.15 - Won: 10.35. 
User: 22 | Event: River vs. Quilmes | Item: Cantidad de goles | Option: <1.5 | Amount: 8.0 | Pays: 3.09 - Lost.
User: 21 | Event: River vs. Quilmes | Item: Resultado | Option: Gana Visitante | Amount: 14.0 | Pays: 19.84 - Lost.
User: 0 | Event: River vs. Quilmes | Item: Cantidad de tarjetas rojas | Option: <1.5 | Amount: 51.0 | Pays: 1.14 - Won: 58.14. 
User: 37 | Event: River vs. Quilmes | Item: Cantidad de tarjetas amarillas | Option: <5.5 | Amount: 23.0 | Pays: 1.41 - Lost.
User: 29 | Event: River vs. Quilmes | Item: Cantidad de tarjetas amarillas | Option: <5.5 | Amount: 54.0 | Pays: 1.39 - Lost.
User: 47 | Event: River vs. Quilmes | Item: Cantidad de tarjetas rojas | Option: <1.5 | Amount: 90.0 | Pays: 1.11 - Won: 99.9. 
User: 26 | Event: River vs. Quilmes | Item: Cantidad de goles | Option: <1.5 | Amount: 35.0 | Pays: 3.08 - Lost.
User: 48 | Event: River vs. Quilmes | Item: Cantidad de tarjetas rojas | Option: >1.5 | Amount: 51.0 | Pays: 5.74 - Lost.
User: 19 | Event: River vs. Quilmes | Item: Resultado | Option: Gana Visitante | Amount: 21.0 | Pays: 19.71 - Lost.
User: 3 | Event: River vs. Quilmes | Item: Cantidad de tarjetas rojas | Option: <1.5 | Amount: 11.0 | Pays: 1.09 - Won: 11.99. 
User: 15 | Event: River vs. Quilmes | Item: Cantidad de tarjetas rojas | Option: >1.5 | Amount: 85.0 | Pays: 5.63 - Lost.
User: 30 | Event: River vs. Quilmes | Item: Cantidad de goles | Option: <1.5 | Amount: 19.0 | Pays: 3.03 - Lost.
User: 28 | Event: River vs. Quilmes | Item: Cantidad de goles | Option: <1.5 | Amount: 90.0 | Pays: 3.0 - Lost.
User: 37 | Event: River vs. Quilmes | Item: Cantidad de tarjetas amarillas | Option: <5.5 | Amount: 58.0 | Pays: 1.34 - Lost.
User: 16 | Event: River vs. Quilmes | Item: Cantidad de corners | Option: <10.5 | Amount: 16.0 | Pays: 4.9 - Lost.
User: 29 | Event: River vs. Quilmes | Item: Cantidad de tarjetas rojas | Option: <1.5 | Amount: 19.0 | Pays: 1.12 - Won: 21.28. 
User: 37 | Event: River vs. Quilmes | Item: Cantidad de goles | Option: >1.5 | Amount: 48.0 | Pays: 2.5 - Won: 120.0. 
User: 48 | Event: River vs. Quilmes | Item: Cantidad de tarjetas rojas | Option: >1.5 | Amount: 1.0 | Pays: 5.47 - Lost.
User: 29 | Event: River vs. Quilmes | Item: Resultado | Option: Empate | Amount: 41.0 | Pays: 21.56 - Lost.
User: 11 | Event: River vs. Quilmes | Item: Cantidad de tarjetas amarillas | Option: >5.5 | Amount: 66.0 | Pays: 4.33 - Won: 285.78. 
User: 14 | Event: River vs. Quilmes | Item: Cantidad de corners | Option: <10.5 | Amount: 25.0 | Pays: 4.86 - Lost.
User: 16 | Event: River vs. Quilmes | Item: Resultado | Option: Gana Visitante | Amount: 95.0 | Pays: 19.89 - Lost.
User: 4 | Event: River vs. Quilmes | Item: Resultado | Option: Gana Local | Amount: 84.0 | Pays: 2.67 - Won: 224.28. 
User: 11 | Event: River vs. Quilmes | Item: Cantidad de tarjetas rojas | Option: <1.5 | Amount: 11.0 | Pays: 1.11 - Won: 12.21. 
User: 22 | Event: River vs. Quilmes | Item: Cantidad de tarjetas amarillas | Option: >5.5 | Amount: 62.0 | Pays: 4.17 - Won: 258.54. 
User: 45 | Event: River vs. Quilmes | Item: Cantidad de goles | Option: <1.5 | Amount: 22.0 | Pays: 2.93 - Lost.
User: 45 | Event: River vs. Quilmes | Item: Cantidad de tarjetas rojas | Option: <1.5 | Amount: 91.0 | Pays: 1.1 - Won: 100.1. 
User: 18 | Event: River vs. Quilmes | Item: Cantidad de corners | Option: <10.5 | Amount: 6.0 | Pays: 4.8 - Lost.
User: 11 | Event: River vs. Quilmes | Item: Cantidad de corners | Option: >10.5 | Amount: 36.0 | Pays: 1.27 - Won: 45.72. 
User: 25 | Event: River vs. Quilmes | Item: Cantidad de tarjetas rojas | Option: >1.5 | Amount: 35.0 | Pays: 5.71 - Lost.
User: 26 | Event: River vs. Quilmes | Item: Resultado | Option: Gana Visitante | Amount: 24.0 | Pays: 19.73 - Lost.
User: 16 | Event: River vs. Quilmes | Item: Resultado | Option: Empate | Amount: 61.0 | Pays: 23.09 - Lost.
User: 37 | Event: River vs. Quilmes | Item: Resultado | Option: Gana Local | Amount: 80.0 | Pays: 2.67 - Won: 213.6. 
User: 16 | Event: River vs. Quilmes | Item: Resultado | Option: Empate | Amount: 12.0 | Pays: 23.23 - Lost.
User: 5 | Event: River vs. Quilmes | Item: Cantidad de tarjetas amarillas | Option: <5.5 | Amount: 83.0 | Pays: 1.39 - Lost.
User: 19 | Event: River vs. Quilmes | Item: Cantidad de goles | Option: >1.5 | Amount: 60.0 | Pays: 2.47 - Won: 148.2. 
User: 40 | Event: River vs. Quilmes | Item: Cantidad de tarjetas rojas | Option: <1.5 | Amount: 50.0 | Pays: 1.08 - Won: 54.0. 
User: 0 | Event: River vs. Quilmes | Item: Cantidad de tarjetas rojas | Option: >1.5 | Amount: 47.0 | Pays: 5.74 - Lost.
User: 4 | Event: River vs. Quilmes | Item: Resultado | Option: Gana Visitante | Amount: 97.0 | Pays: 20.78 - Lost.
User: 22 | Event: River vs. Quilmes | Item: Cantidad de tarjetas amarillas | Option: >5.5 | Amount: 10.0 | Pays: 4.2 - Won: 42.0. 
User: 2 | Event: River vs. Quilmes | Item: Cantidad de goles | Option: <1.5 | Amount: 67.0 | Pays: 2.98 - Lost.
User: 1 | Event: River vs. Quilmes | Item: Cantidad de corners | Option: >10.5 | Amount: 56.0 | Pays: 1.25 - Won: 70.0. 
User: 38 | Event: River vs. Quilmes | Item: Cantidad de tarjetas amarillas | Option: <5.5 | Amount: 29.0 | Pays: 1.34 - Lost.
User: 2 | Event: River vs. Quilmes | Item: Cantidad de corners | Option: >10.5 | Amount: 38.0 | Pays: 1.22 - Won: 46.36. 
User: 34 | Event: River vs. Quilmes | Item: Resultado | Option: Gana Visitante | Amount: 69.0 | Pays: 20.0 - Lost.
User: 8 | Event: River vs. Quilmes | Item: Cantidad de goles | Option: <1.5 | Amount: 69.0 | Pays: 2.89 - Lost.
User: 21 | Event: River vs. Quilmes | Item: Cantidad de corners | Option: <10.5 | Amount: 10.0 | Pays: 5.07 - Lost.
User: 26 | Event: River vs. Quilmes | Item: Cantidad de tarjetas rojas | Option: <1.5 | Amount: 78.0 | Pays: 1.08 - Won: 84.24. 
User: 46 | Event: River vs. Quilmes | Item: Cantidad de corners | Option: <10.5 | Amount: 93.0 | Pays: 5.05 - Lost.
User: 4 | Event: River vs. Quilmes | Item: Cantidad de corners | Option: >10.5 | Amount: 39.0 | Pays: 1.26 - Won: 49.14. 
User: 20 | Event: River vs. Quilmes | Item: Resultado | Option: Empate | Amount: 96.0 | Pays: 24.62 - Lost.
User: 13 | Event: River vs. Quilmes | Item: Cantidad de corners | Option: >10.5 | Amount: 27.0 | Pays: 1.24 - Won: 33.48. 
User: 26 | Event: River vs. Quilmes | Item: Cantidad de corners | Option: >10.5 | Amount: 73.0 | Pays: 1.23 - Won: 89.79. 
User: 14 | Event: River vs. Quilmes | Item: Cantidad de goles | Option: <1.5 | Amount: 63.0 | Pays: 2.81 - Lost.
User: 36 | Event: River vs. Quilmes | Item: Cantidad de corners | Option: >10.5 | Amount: 24.0 | Pays: 1.2 - Won: 28.8. 

